2012-03-25,323373
2012-04-01,315800
2012-04-08,390064
2012-04-15,370482
2012-04-22,370632
2012-04-29,333476
2012-05-06,341080
2012-05-13,325094
2012-05-20,330427
2012-05-27,346260
2012-06-03,324385
2012-06-10,376610
2012-06-17,364548
2012-06-24,370521
2012-07-01,369826
2012-07-08,442192
2012-07-15,455260
2012-07-22,340780
2012-07-29,312931
2012-08-05,320219
2012-08-12,317680
2012-08-19,311857
2012-08-26,312542
2012-09-02,309537
2012-09-09,299729
2012-09-16,330454
2012-09-23,303685
2012-09-30,301046
2012-10-07,329925
2012-10-14,362730
2012-10-21,345227
2012-10-28,339924
2012-11-04,361823
2012-11-11,478551
2012-11-18,403636
2012-11-25,358865
2012-12-02,500163
2012-12-09,429191
2012-12-16,401431
2012-12-23,457584
2012-12-30,490126
2013-01-06,557424
2013-01-13,558047
2013-01-20,437360
2013-01-27,369567
2013-02-03,388708
2013-02-10,361759
2013-02-17,351087
2013-02-24,310512
2013-03-03,335794
2013-03-10,317661
2013-03-17,301471
2013-03-24,316133
2013-03-31,317494
2013-04-07,356935
2013-04-14,359415
2013-04-21,326264
2013-04-28,301622
2013-05-05,301602
2013-05-12,320253
2013-05-19,303357
2013-05-26,319508
2013-06-02,294608
2013-06-09,332964
2013-06-16,336970
2013-06-23,336901
2013-06-30,335424
2013-07-07,383811
2013-07-14,410974
2013-07-21,340457
2013-07-28,281692
2013-08-04,288861
2013-08-11,282756
2013-08-18,281164
2013-08-25,279803
2013-09-01,269359
2013-09-08,229648
2013-09-15,272946
2013-09-22,255087
2013-09-29,252196
2013-10-06,335937
2013-10-13,360957
2013-10-20,312037
2013-10-27,325326
2013-11-03,331867
2013-11-10,364167
2013-11-17,327053
2013-11-24,369197
2013-12-01,321896
2013-12-08,463413
2013-12-15,414613
2013-12-22,418272
2013-12-29,452664
2014-01-05,488537
2014-01-12,534966
2014-01-19,416116
2014-01-26,357806
2014-02-02,357742
2014-02-09,360338
2014-02-16,322761
2014-02-23,312665
2014-03-02,317832
2014-03-09,302311
2014-03-16,285970
2014-03-23,274072
2014-03-30,294862
2014-04-06,299162
2014-04-13,318793
2014-04-20,299182
2014-04-27,318127
2014-05-04,288748
2014-05-11,270738
2014-05-18,287398
2014-05-25,275412
2014-06-01,264133
2014-06-08,313371
2014-06-15,301195
2014-06-22,305029
2014-06-29,305791
2014-07-06,322753
2014-07-13,370559
2014-07-20,287049
2014-07-27,257625
2014-08-03,247877
2014-08-10,269468
2014-08-17,249463
2014-08-24,249006
2014-08-31,249780
2014-09-07,234755
2014-09-14,242318
2014-09-21,239780
2014-09-28,227571
2014-10-05,257545
2014-10-12,273756
2014-10-19,256166
2014-10-26,271331
2014-11-02,266921
2014-11-09,309338
2014-11-16,286115
2014-11-23,357202
2014-11-30,294389
2014-12-07,389284
2014-12-14,327827
2014-12-21,340827
2014-12-28,389757
2015-01-04,439342
2015-01-11,529685
2015-01-18,383538
2015-01-25,281885
2015-02-01,306643
2015-02-08,324158
2015-02-15,277904
2015-02-22,280639
2015-03-01,315566
2015-03-08,277925
2015-03-15,260242
2015-03-22,248032
2015-03-29,239748
2015-04-05,253533
2015-04-12,308173
2015-04-19,279797
2015-04-26,250780
2015-05-03,236421
2015-05-10,242882
2015-05-17,243612
2015-05-24,253454
2015-05-31,230676
2015-06-07,275619
2015-06-14,258764
2015-06-21,263199
2015-06-28,274646
2015-07-05,303585
2015-07-12,344471
2015-07-19,262949
2015-07-26,230314
2015-08-02,224104
2015-08-09,239326
2015-08-16,229251
2015-08-23,226649
2015-08-30,230079
2015-09-06,232507
2015-09-13,198903
2015-09-20,219342
2015-09-27,215116
2015-10-04,227176
2015-10-11,256522
2015-10-18,232860
2015-10-25,245365
2015-11-01,258440
2015-11-08,291098
2015-11-15,264816
2015-11-22,305424
2015-11-29,262628
2015-12-06,384491
2015-12-13,313276
2015-12-20,319641
2015-12-27,346542
2016-01-03,405368
2016-01-10,502904
2016-01-17,378747
2016-01-24,295936
2016-01-31,311940
2016-02-07,290796
2016-02-14,258380
2016-02-21,248870
2016-02-28,265802
2016-03-06,247628
2016-03-13,236888
2016-03-20,230882
2016-03-27,235716
2016-04-03,245035
2016-04-10,270419
2016-04-17,242400
2016-04-24,245040
2016-05-01,243392
2016-05-08,261899
2016-05-15,244869
2016-05-22,240798
2016-05-29,246740
2016-06-05,232300
2016-06-12,266277
2016-06-19,247968
2016-06-26,263662
2016-07-03,267437
2016-07-10,298673
2016-07-17,268526
2016-07-24,231925
2016-07-31,219202
2016-08-07,231542
2016-08-14,219570
2016-08-21,217011
2016-08-28,215688
2016-09-04,217715
2016-09-11,193291
2016-09-18,205649
2016-09-25,198455
2016-10-02,200456
2016-10-09,238581
2016-10-16,233633
2016-10-23,237314
2016-10-30,245751
2016-11-06,258608
2016-11-13,223770
2016-11-20,287794
2016-11-27,249774
2016-12-04,351580
2016-12-11,305268
2016-12-18,315068
2016-12-25,343213
2017-01-01,350561
2017-01-08,414742
2017-01-15,352799
2017-01-22,284030
2017-01-29,280983
2017-02-05,259713
2017-02-12,245886
2017-02-19,239322
2017-02-26,212829
2017-03-05,243959
2017-03-12,222227
2017-03-19,224693
2017-03-26,228269
2017-04-02,208347
2017-04-09,239823
2017-04-16,225864
2017-04-23,241611
2017-04-30,210955
2017-05-07,215040
2017-05-14,206905
2017-05-21,210544
2017-05-28,232138
2017-06-04,212696
2017-06-11,234652
2017-06-18,228883
2017-06-25,239635
2017-07-02,252886
2017-07-09,284329
2017-07-16,257763
2017-07-23,220455
2017-07-30,198776
2017-08-06,211924
2017-08-13,198280
2017-08-20,195130
2017-08-27,196227
2017-09-03,250627
2017-09-10,211923
2017-09-17,212313
2017-09-24,212987
2017-10-01,204180
2017-10-08,229241
2017-10-15,205592
2017-10-22,216004
2017-10-29,215977
2017-11-05,242111
2017-11-12,236654
2017-11-19,275004
2017-11-26,224851
2017-12-03,325988
2017-12-10,282009
2017-12-17,287396
2017-12-24,324958
2017-12-31,351348
2018-01-07,403619
2018-01-14,354050
2018-01-21,260070
2018-01-28,267766
2018-02-04,242962
2018-02-11,232805
2018-02-18,212213
2018-02-25,195931
2018-03-04,225513
2018-03-11,204862
2018-03-18,198591
2018-03-25,195375
2018-04-01,200996
2018-04-08,231725
2018-04-15,226090
2018-04-22,200139
2018-04-29,186451
2018-05-06,190262
2018-05-13,195214
2018-05-20,207043
2018-05-27,202846
2018-06-03,191523
2018-06-10,217289
2018-06-17,206023
2018-06-24,222766
